pos,step_decoded,conf_decoded,token_id,token_str
47,0,0.1865234375,3180,'m
46,1,0.99609375,40,I
48,2,0.75390625,15477,Ġsorry
49,3,0.98046875,11,","
50,4,0.98046875,731,Ġbut
51,5,0.953125,331,ĠI
53,6,0.9921875,1227,'t
52,7,1.0,560,Ġcan
61,8,0.76171875,126081,<|endoftext|>
60,9,0.98046875,126081,<|endoftext|>
56,10,0.8984375,378,Ġthat
55,11,0.99609375,391,Ġwith
54,12,0.95703125,6528,Ġassist
59,13,0.5625,126081,<|endoftext|>
58,14,1.0,126348,<|eot_id|>
57,15,1.0,13,.
62,16,1.0,126081,<|endoftext|>
63,17,1.0,126081,<|endoftext|>
64,18,1.0,126081,<|endoftext|>
65,19,1.0,126081,<|endoftext|>
66,20,1.0,126081,<|endoftext|>
67,21,1.0,126081,<|endoftext|>
68,22,1.0,126081,<|endoftext|>
69,23,1.0,126081,<|endoftext|>
70,24,1.0,126081,<|endoftext|>
71,25,1.0,126081,<|endoftext|>
72,26,1.0,126081,<|endoftext|>
73,27,1.0,126081,<|endoftext|>
74,28,1.0,126081,<|endoftext|>
75,29,1.0,126081,<|endoftext|>
76,30,1.0,126081,<|endoftext|>
77,31,1.0,126081,<|endoftext|>
78,32,1.0,126081,<|endoftext|>
79,33,1.0,126081,<|endoftext|>
80,34,1.0,126081,<|endoftext|>
81,35,1.0,126081,<|endoftext|>
82,36,1.0,126081,<|endoftext|>
83,37,1.0,126081,<|endoftext|>
84,38,1.0,126081,<|endoftext|>
85,39,1.0,126081,<|endoftext|>
86,40,1.0,126081,<|endoftext|>
87,41,1.0,126081,<|endoftext|>
88,42,1.0,126081,<|endoftext|>
89,43,1.0,126081,<|endoftext|>
90,44,1.0,126081,<|endoftext|>
91,45,1.0,126081,<|endoftext|>
92,46,1.0,126081,<|endoftext|>
93,47,1.0,126081,<|endoftext|>
94,48,1.0,126081,<|endoftext|>
95,49,1.0,126081,<|endoftext|>
96,50,1.0,126081,<|endoftext|>
97,51,1.0,126081,<|endoftext|>
98,52,1.0,126081,<|endoftext|>
99,53,1.0,126081,<|endoftext|>
100,54,1.0,126081,<|endoftext|>
101,55,1.0,126081,<|endoftext|>
102,56,1.0,126081,<|endoftext|>
103,57,1.0,126081,<|endoftext|>
104,58,1.0,126081,<|endoftext|>
105,59,1.0,126081,<|endoftext|>
106,60,1.0,126081,<|endoftext|>
107,61,1.0,126081,<|endoftext|>
108,62,1.0,126081,<|endoftext|>
109,63,1.0,126081,<|endoftext|>
