mean_delta,median_delta,sign_agreement,prompt_mean
0.09180179358402014,0.0760498046875,0.8621794871794872,0.42485119047619047
0.10790394108469893,0.0936279296875,0.8527439024390244,0.40292840973148497
0.04817213453688063,0.042236328125,0.669481981981982,0.4511915327192427
0.055402756580890986,0.0494384765625,0.8464912280701755,0.5638308788706169
0.04794646434294872,0.041015625,0.7380128205128206,0.5624522569444445
0.04095381567273462,0.03173828125,0.7294552543724151,0.6864443213448326
0.021197869594688543,0.01513671875,0.7524481566820277,0.7057262634636203
0.02398265153137717,0.02001953125,0.8114424930391948,0.6274515713683336
0.04254061933876811,0.03668212890625,0.7514492753623188,0.3280736950860507
0.07072946648848684,0.070068359375,0.7829495614035088,0.592871307908443
0.06175803929730191,0.056640625,0.8490949453551913,0.6863526057675887
0.04368059131977837,0.02685546875,0.652000641137728,0.5162762693434166
0.05909917606330066,0.0494384765625,0.8082815734989648,0.5409958980920975
0.05676834199112189,0.05224609375,0.7326159553429922,0.7041443110615155
0.03319140927341331,0.0335693359375,0.8256578947368421,0.5418193490389577
0.04665508291527313,0.03515625,0.5720178372352286,0.7191449264928959
0.09042047921836228,0.07763671875,0.8990384615384616,0.5358519195228495
0.031786343777221254,0.0283203125,0.7116724738675958,0.48390585869446867
0.04857599410609771,0.033203125,0.6321368848542761,0.4957420615220377
0.06082053171005643,0.0556640625,0.7744018615692154,0.6777338157906724
0.029405289108423875,0.02099609375,0.8528422397274856,0.744125245945759
0.05128051994382873,0.04541015625,0.9186046511627907,0.5021158262740734
0.03852248525871059,0.02978515625,0.8148877438351123,0.6937686901913875
0.055821058485243054,0.039794921875,0.6586805555555556,0.45201856825086806
0.04130814423394631,0.037841796875,0.7037815604776227,0.5791022078448296
0.06148410373263889,0.0576171875,0.8295138888888889,0.6705778899016204
0.0401916261975169,0.03076171875,0.7121103982892274,0.5668473562741054
0.05226614394625604,0.052897135416666664,0.5172101449275363,0.6200824682263361
0.05172738772386696,0.05029296875,0.7499780701754386,0.7415235088861477
0.02746194278492647,0.02178955078125,0.8300000000000001,0.4496503523284313
0.039214110593007695,0.02978515625,0.8425515780082524,0.7456151737505111
0.03327048768225239,0.025065104166666668,0.5923076923076923,0.7189357245489842
0.04615108535395463,0.03125,0.6595034788108792,0.5487477770769843
0.04535816853880144,0.033935546875,0.7037609417928568,0.5670592376473048
0.04405944536915637,0.02978515625,0.6776089818816728,0.6392445067924212
0.030421649390813495,0.02490234375,0.7693829401088929,0.5948550937077417
0.0282410204934934,0.01751708984375,0.793939393939394,0.5158175918713344
0.03613884586027299,0.029052734375,0.7239224137931034,0.6359884327855603
0.05190552783613445,0.042317708333333336,0.5573529411764706,0.7039694079943175
0.02321497414731495,0.0211181640625,0.7986706689536878,0.6547632193499308
0.031789660574914766,0.02392578125,0.7002050758643911,0.6640919189478813
0.046136827756976445,0.035400390625,0.6665444770283481,0.5929165546140407
0.04118512263063524,0.0426025390625,0.8459699453551912,0.6564494482155054
0.0500145144349045,0.0426025390625,0.8304655870445344,0.5592385806878986
0.031677189051053364,0.0263671875,0.7253964194373401,0.6667414011362651
0.0497998117978989,0.04345703125,0.6543798973718882,0.531961293832562
0.032216961168011475,0.02490234375,0.6522449909731318,0.646740389057605
0.09223957931049415,0.06982421875,0.7575740553495862,0.5192074023020588
0.07515050400966974,0.064697265625,0.7850219479683765,0.6159665247473038
0.07931264725942459,0.07470703125,0.8109821428571428,0.6871477012028769
0.08977386139251373,0.076171875,0.8770833333333333,0.5732095012734661
0.035602842121396805,0.02685546875,0.6586455961455961,0.6426206305356695
0.06160805442116477,0.0521240234375,0.7793560606060606,0.5319065903172349
0.03406498497417591,0.0263671875,0.7187095329324321,0.6744619224729286
0.0745563331171772,0.0660400390625,0.7212409420289855,0.49229340685214923
0.021947067424806684,0.01708984375,0.763598134413946,0.7294758974320087
0.02938966714559387,0.01904296875,0.7337164750957854,0.649388401231242
0.05401356456043956,0.0390625,0.5467032967032968,0.6905946277436755
0.03471979058118605,0.0263671875,0.8613660477453581,0.7044209791495621
0.09189929941230524,0.071533203125,0.7895655036208031,0.5474767099380075
0.0657985015932324,0.0570068359375,0.7068064182194617,0.38761261807712216
0.08324127197265625,0.0782470703125,0.8550189393939395,0.5384308323715672
0.0684942392202524,0.0657958984375,0.8615384615384616,0.42084197998046874
0.05803768722602188,0.050537109375,0.8187008855266245,0.7615976561354606
0.04109828564742429,0.02490234375,0.846938775510204,0.6386082173544821
0.028188053341785667,0.022705078125,0.7116355638038285,0.6316516805923398
0.05292043286700581,0.040771484375,0.7048546511627907,0.4934863707076671
0.04358805901113819,0.03515625,0.8220528427295345,0.678781430106765
0.04428074502537393,0.02996826171875,0.6478632478632479,0.45122717180822647
0.025348087549389182,0.020182291666666668,0.6169599202925345,0.8292484271692374
0.03426208472797966,0.02734375,0.84086810199767,0.8131878516520854
0.03578516773474142,0.027099609375,0.6995074985878664,0.5846614050002519
0.03828903782463726,0.028564453125,0.5946568465188128,0.6381313202331941
0.0417653866547283,0.033203125,0.807468892511504,0.7211780871241714
0.029041764170629758,0.021484375,0.5650443814480899,0.6252662247482083
0.04238187349759615,0.03094482421875,0.7798076923076923,0.3262763390174279
0.032675102910558536,0.0234375,0.5747359709962169,0.753671018352725
0.039413419929342865,0.022216796875,0.7314814814814815,0.5774441565415811
0.04104176978767318,0.0357666015625,0.7202380952380952,0.5923211632154627
0.027043529223370295,0.018798828125,0.790625,0.5914590158770161
0.04585092550210154,0.044921875,0.9646192528735632,0.833077583743523
0.04686458456588173,0.0406494140625,0.8902439024390244,0.6718206938376678
0.03866916232638889,0.03466796875,0.7211309523809524,0.6521600632440476
0.06177764536504804,0.060546875,0.8167072752230611,0.660191398206932
0.08535278988691514,0.0697021484375,0.8443255350920856,0.49695907802907746
0.03629909343978579,0.022216796875,0.6387669801462905,0.6056320716594827
0.04318391996122746,0.03314208984375,0.6437765111346766,0.4697019542641503
0.06066165686527014,0.048583984375,0.7184294871794873,0.5071581159319196
0.04120861235119048,0.033203125,0.7014880952380953,0.5658307756696428
0.04431726727676563,0.028645833333333332,0.6194331983805668,0.6404375578227797
0.10604107870439593,0.09228515625,0.8511313795853269,0.6255965091395036
0.053456557043898345,0.0421142578125,0.7022200772200773,0.4587238985264498
0.040364712120936064,0.02978515625,0.7055361208284746,0.6095304195233112
0.054674681871947496,0.04443359375,0.4544413919413919,0.6011287144252232
0.048060199014501634,0.0458984375,0.8493668300653594,0.6317480415560321
0.021438072467672414,0.0177001953125,0.8125,0.5340155239762931
0.030166500785920432,0.024169921875,0.7944856730571016,0.7908686105044922
0.027579359818847415,0.0242919921875,0.8760683760683761,0.6390734570738017
0.040558700115360016,0.03125,0.6707419590643275,0.5389662714729533
0.04947219122023809,0.050537109375,0.8583333333333334,0.6296363467261905
0.036124276396058703,0.0283203125,0.7901871101871102,0.6103232990008016
0.11326966462311922,0.094482421875,0.8425925925925926,0.31364525689019096
0.039385114397321425,0.02923583984375,0.6935606060606061,0.4832562863568723
0.030800404457914904,0.0244140625,0.7826198026779422,0.7307430253892485
0.08417368255046584,0.06787109375,0.8430434782608696,0.6088036266929779
0.0580216376598886,0.04833984375,0.7424872182415285,0.6806748226910033
0.038870952400197875,0.02685546875,0.7440650236702868,0.5886312445150336
0.03178211907920597,0.026611328125,0.7196933962264151,0.7228370522553066
0.0437635929510385,0.03076171875,0.7053644961310467,0.6569315355845429
0.07226017543247767,0.0667724609375,0.8333333333333334,0.3862235659644717
0.03343271141583347,0.022216796875,0.7574248777078966,0.67341161739286
0.03164363183934051,0.026692708333333332,0.6813660477453581,0.7938511495738516
0.029253392437704247,0.02215576171875,0.7308531746031746,0.5318440527252568
0.05509041695902993,0.04443359375,0.7766964396233125,0.6491997979377921
0.03300226237195863,0.02587890625,0.6711548062841166,0.642787116981032
0.04015129320549242,0.031494140625,0.7315151515151515,0.5325679339784565
0.031625600961538464,0.0264892578125,0.840034965034965,0.5659265051354895
0.02400876612927857,0.021484375,0.9017813488639632,0.8229739318250524
0.05159387228335305,0.0411376953125,0.8290816326530612,0.6098601736889999
0.043029754943817444,0.033447265625,0.6983281358281359,0.5648702378438706
0.03195172583150585,0.024658203125,0.7387479114452798,0.7052539388836675
0.04520861134025621,0.03607177734375,0.7231159420289854,0.44734057566640784
0.030803327043285728,0.0234375,0.8384041499096578,0.7604966441842486
0.04847333584612573,0.03662109375,0.7562134502923977,0.4160283852738944
0.03382965950357907,0.027587890625,0.8019323671497585,0.6737846776861238
0.04175056961623634,0.034912109375,0.6593997248022017,0.5552589283462415
0.04013515845277256,0.02978515625,0.6908364661654135,0.6672849828836415
0.03524379537563131,0.030517578125,0.6824494949494949,0.6132385048400673
0.04212301520070394,0.030517578125,0.8201210591763588,0.683030925113661
