mean_delta,median_delta,sign_agreement,prompt_mean
0.016448544784330985,0.0146484375,0.8626760563380282,0.24899764799735916
0.006753789553852202,0.00634765625,0.8372641509433962,0.29994211256878933
0.0158124960422999,0.016845703125,0.8394123606889564,0.2573764109200861
0.01072935845441879,0.010986328125,0.6699840764331211,0.2825573963724124
0.009371512276785714,0.00390625,0.44785714285714284,0.41161481584821424
0.009469696969696968,0.0068359375,0.5505050505050505,0.24184471669823232
0.006952776729220593,0.0048828125,0.6676445211389128,0.39974778454846127
0.0041811581195973615,0.0029296875,0.4431983621474067,0.36124217594830527
0.007913583087198025,0.005859375,0.8333186386880621,0.5548481652816963
0.006475393178665604,0.0048828125,0.7467725100258199,0.6185497679383206
0.008038111410374764,0.00390625,0.8219673161533627,0.3051090684047965
0.00924394638435283,0.00732421875,0.8080578235845268,0.5808919488689599
0.008677723643543956,0.0078125,0.7872841444270016,0.4060934357216444
0.00790838801008521,0.005859375,0.603925353925354,0.807313401282286
0.006355383259680134,0.0048828125,0.7187710437710437,0.5490513451573023
0.005649927824345572,0.0029296875,0.6701512833588306,0.2751347608110764
0.009005531838623477,0.0087890625,0.8983738512676791,0.5881644736708108
0.010672173792675021,0.005859375,0.6142178046672429,0.4213005837429775
0.006671040038295847,0.0048828125,0.8339810017271156,0.5497246393511295
0.006022135416666666,0.00537109375,0.8662162162162163,0.2672684403153153
0.014336257684426229,0.0146484375,0.959016393442623,0.22219998719262296
0.004291548972635393,0.003662109375,0.5623569794050343,0.3160294242527174
0.007568359375,0.005859375,0.4808467741935484,0.2918336929813508
0.019709329044117645,0.0166015625,0.9188725490196079,0.5860595703125
0.01566716974431818,0.013916015625,0.8396245059288538,0.40395377539834487
0.005812424879807692,0.005859375,0.7980769230769231,0.23055326021634615
0.009844983339803312,0.009521484375,0.8048654244306418,0.3748597328707298
0.004608231687183009,0.00390625,0.616039729501268,0.3829645358397612
0.006615048363095238,0.0048828125,0.5977891156462585,0.3443869246917517
0.00853502875414675,0.0068359375,0.8647891845616038,0.5776233595533549
0.010440122115183793,0.0048828125,0.4920634920634921,0.30375784839703424
0.008485172257755266,0.0078125,0.7861149267399268,0.6472991831573374
0.0064361472270440005,0.005859375,0.6688055858948354,0.5602094531524272
0.008619472974941724,0.005859375,0.644910644910645,0.28002455443861696
0.005258274350071226,0.005126953125,0.8742165242165243,0.29637336404914527
0.012786214917909725,0.01171875,0.8454410435231823,0.3540433193691076
0.0034514126712328766,0.00390625,0.3904109589041096,0.6473539169520548
0.010353306361607143,0.00830078125,0.8270089285714286,0.27314453125
0.003375293762703252,0.00244140625,0.5233739837398375,0.5766631335746951
0.003098124405516804,0.0029296875,0.585288522511097,0.3364226849833545
0.007706811417748918,0.0068359375,0.6349206349206349,0.28977871629238816
0.006335988137458726,0.005859375,0.5177571236394766,0.693163238447016
0.009917922247023809,0.00537109375,0.6121428571428571,0.3469477771577381
0.010177881873665307,0.00927734375,0.9656377402446127,0.5271480014499612
0.0064600722874211544,0.005859375,0.73754338819841,0.5657402553692895
0.005981623063228067,0.005859375,0.895977429923553,0.296500812498578
0.0045363169804763055,0.00390625,0.620527079303675,0.2597727674119016
0.011072638420643153,0.010009765625,0.8104771784232365,0.5827458425181535
0.0066680052570093455,0.005859375,0.8182242990654206,0.49693432389018694
0.0048921168394390774,0.004150390625,0.6663982823403113,0.3428389610171766
0.007477001950407646,0.0048828125,0.692901663976849,0.622708632423375
0.009787916100543477,0.0087890625,0.741304347826087,0.22814835258152175
0.010104890046296297,0.005859375,0.7367592592592593,0.8279580801504629
0.0061994757021433845,0.005859375,0.877790096082779,0.5553402739283074
0.008650220788043478,0.00830078125,0.981304347826087,0.27299210258152173
0.005301701366968293,0.0029296875,0.6084221848110737,0.5921343265737526
0.003126745750947996,0.0029296875,0.4003250270855905,0.5621187121224945
0.0038968599759615385,0.0029296875,0.5456730769230769,0.2787827711838942
0.004076306573275862,0.00341796875,0.5472413793103448,0.26781216325431034
0.006926681145431145,0.005859375,0.6851994851994851,0.6804555532094594
0.01133897364791588,0.009765625,0.9218408147868729,0.8695444930863354
0.00771727309179863,0.0048828125,0.6765498652291105,0.31984974603233096
0.007942504349132906,0.0068359375,0.7205770912270475,0.6126262899391577
0.011119932640255906,0.0087890625,0.7440944881889764,0.5785286970964567
0.006898082386363636,0.0048828125,0.7505050505050506,0.27365895280934344
0.007573179208344301,0.0068359375,0.8732890234272177,0.3138353348280386
0.00842437671216802,0.005859375,0.6872055711067113,0.5673097553306565
0.012371632201696237,0.009765625,0.6909923961785923,0.8405829596412556
0.0089691162109375,0.009033203125,0.6927083333333333,0.24762166341145833
0.0033939302884615384,0.00244140625,0.6323076923076922,0.30666015625
0.012002144607843136,0.009765625,0.8564839572192513,0.7228792839934268
0.0021451220100308643,0.001953125,0.43209876543209874,0.33650746286651234
0.012932340905112045,0.01171875,0.9040616246498598,0.26064548866421566
0.008997882056291259,0.0078125,0.799650043744532,0.8745800307454465
0.005454486926488314,0.0029296875,0.4199594731509625,0.5650225732201813
0.009049032227307399,0.0078125,0.7810831426392066,0.3674613745073735
0.007603241104529335,0.0068359375,0.8504513217279175,0.34414906209703416
0.004461263020833333,0.00439453125,0.7233333333333334,0.4030929904513889
0.009629173642113095,0.0078125,0.6702857142857143,0.28958308919270837
0.012280313992421096,0.0048828125,0.6266777408637874,0.36429642889586794
0.0065407608066160115,0.0068359375,0.6499876451692612,0.29919276745312884
0.009823217147435897,0.0068359375,0.8413461538461539,0.6037002954727564
0.006166003999255952,0.0029296875,0.45535714285714285,0.2717619396391369
0.013403243779388715,0.01171875,0.7903605015673981,0.2450603616648707
0.006273115478413374,0.005859375,0.819436688538322,0.6114907292002958
0.010117827868852458,0.0078125,0.712916446324696,0.3116806248140864
0.002744732481060606,0.001953125,0.5116792929292929,0.26697856248027146
0.004253096221097827,0.0048828125,0.6328437917222964,0.3213111385730216
0.011353067505411254,0.01171875,0.5651755651755652,0.5514917121362434
0.008011899922228507,0.00439453125,0.8297134238310708,0.680821483491233
0.005353117019578634,0.005859375,0.7794034191671987,0.5808759593131517
0.011101265227625704,0.0087890625,0.8567268491555038,0.7813588229227335
0.007609837102684166,0.005859375,0.7799227127141066,0.42719883633895
0.0042849282758136925,0.00390625,0.6447811447811448,0.2621104436289983
0.011191087558275059,0.0078125,0.8546328671328671,0.6232998365566724
0.009517550120543079,0.00732421875,0.5332445121177516,0.5309343922487628
0.0019181443321362372,0.0009765625,0.35917516218721035,0.38133942018072287
0.0034904328000498006,0.0029296875,0.6123256972111554,0.6109919209879233
0.012276081123737374,0.009765625,0.5132090132090132,0.5365042401175213
0.0058928844975490195,0.0029296875,0.6638480392156862,0.627560484643076
0.00666186725624353,0.004150390625,0.670807453416149,0.262252586475317
0.0061922864136266095,0.00439453125,0.8676824034334765,0.5671265591469957
0.003856934491561597,0.00390625,0.5575256107171,0.2999148297441391
0.009073119588744589,0.0087890625,0.6508051948051948,0.5915167410714286
0.01327215456495098,0.01171875,0.8126225490196078,0.26770426432291666
0.004265479792177287,0.00390625,0.577865761689291,0.31914247538708995
0.007822242700997652,0.00537109375,0.7626760563380282,0.2933986896640258
0.011668128064679328,0.0107421875,0.7397260273972602,0.4193103833038216
0.006348657510252905,0.0068359375,0.5676691729323309,0.5901679914452324
0.0036006473994755245,0.00390625,0.48235855054036875,0.867321831666203
0.008662663453014184,0.0068359375,0.6767139479905437,0.23564014479905437
0.00526077135474281,0.0048828125,0.6691095132743363,0.26783117783808075
0.005221459173387097,0.0029296875,0.46875,0.40684361611643144
0.00289368793499259,0.0029296875,0.41711654493489997,0.5632433018583942
0.006486002604166667,0.006103515625,0.6583333333333333,0.2713216145833333
0.006179241625310174,0.00390625,0.44487179487179485,0.6623062626008065
0.010830965909090908,0.009765625,0.9709203839638623,0.3510888313452851
0.012755579918435535,0.012939453125,0.8997641509433962,0.28592437168337265
0.006766737375827814,0.005126953125,0.5998344370860927,0.310246792218543
0.007325395113278355,0.0048828125,0.6942550037064492,0.30416828944472757
0.004077662349287237,0.00390625,0.604249933386624,0.31865451649097387
0.006504355381308506,0.0048828125,0.6258140008140007,0.40250638620999946
0.010502150078781513,0.0078125,0.7272104493971502,0.4161122955890916
0.006643106977028348,0.005859375,0.7526067122841316,0.2822383359807755
0.010719992897727272,0.0107421875,0.88125,0.3714288884943182
0.012769377633426966,0.0126953125,0.848314606741573,0.20458435744382023
0.003561816864730047,0.00341796875,0.6214788732394366,0.264974531433392
0.006585192813439244,0.005859375,0.6609547601389594,0.4470285935090899
0.004656444564176245,0.0029296875,0.5633657530209254,0.5597733672726938
0.010631711846670486,0.01025390625,0.8326330532212884,0.3227440834288261
0.009571862599206348,0.005859375,0.5687830687830688,0.379425533234127
0.008817290265430088,0.0068359375,0.7880283001303297,0.294289454870485
0.0077696511615782445,0.005859375,0.7764709153598043,0.8779165993250195
0.006711929563492063,0.005615234375,0.7400793650793651,0.5961371527777778
0.01665517410456644,0.0126953125,0.8925239263213581,0.6705551635466263
0.01508598823051948,0.01416015625,0.974025974025974,0.24245383522727273
0.007696107915440478,0.007080078125,0.8735523068160242,0.5537626673153597
0.015173941984304933,0.013671875,0.7040358744394619,0.4942938971412556
0.011638849431818182,0.010986328125,0.7363636363636363,0.22378595525568182
0.004571063701923077,0.004638671875,0.6838461538461539,0.24905348557692308
0.004818154252283105,0.00439453125,0.7904109589041096,0.2689033961187215
0.00861757048592759,0.0048828125,0.662262156448203,0.26295042138775104
0.005095622730024213,0.00390625,0.5037832929782082,0.3930220707854116
0.004430224162524008,0.0029296875,0.7444356569879109,0.3573624052013897
0.006349553337940825,0.00390625,0.5357036119887285,0.8308608301289919
0.004500878220140515,0.00439453125,0.8875878220140515,0.23817375951405154
0.006690138811899483,0.005859375,0.9710827790096083,0.366999477434405
0.01211528680039977,0.01171875,0.8592752193551736,0.4203135951534188
0.004198191394810765,0.00390625,0.4521581359816654,0.60402775612198
0.006611421575956938,0.005859375,0.8047846889952153,0.5349688808313398
0.00619382539418693,0.005859375,0.7384498480243161,0.43298851871200605
0.0044950262606979485,0.00390625,0.7014460675815257,0.6532702955538955
0.005778458496557455,0.00390625,0.5406774295663185,0.8689029376013968
0.015628664399624764,0.01513671875,0.9230769230769231,0.2703273408184803
0.004279996141975309,0.00341796875,0.6098765432098765,0.33072675540123453
0.00799035707873888,0.005859375,0.8495181616011861,0.3526417680631486
0.01736202808865795,0.01171875,0.8419554997240146,0.8750977696330345
0.008466920872297529,0.0087890625,0.8266986959505833,0.425584194835278
0.00855758954893868,0.005859375,0.8135318396226415,0.2984411851415094
0.004484696821732954,0.00390625,0.5809659090909091,0.25238037109375
0.008309911105090939,0.0078125,0.8519037905830359,0.6060999549815145
0.0062721743971025905,0.00390625,0.7084908963585435,0.9120366286162902
0.011954320432043204,0.01025390625,0.8586858685868587,0.2378461478960396
0.005382234706923682,0.001953125,0.3983739837398374,0.7425908154463349
0.005061250300387322,0.0029296875,0.39679398377201663,0.6178995670446835
0.00981716579861111,0.005859375,0.5111111111111111,0.4017605251736111
0.004333742093036275,0.00390625,0.770935960591133,0.3101724094197828
0.00684831525895979,0.00537109375,0.842948717948718,0.35257278122268354
0.0056658402648904205,0.005615234375,0.6933368681512901,0.571002747423449
0.006596053948923319,0.00634765625,0.6859243697478992,0.29625710880055145
0.010691107095563892,0.009765625,0.6976164202162878,0.8098588197969543
0.010438609497709424,0.0087890625,0.8158049738219895,0.5168052473617474
0.004041193008608916,0.00390625,0.6787630475075602,0.5740155019174958
0.013731060606060606,0.01318359375,0.7929292929292929,0.22751933396464646
0.0027294424090593145,0.0029296875,0.37071362372567196,0.6156824940989921
0.013213186553030302,0.0126953125,0.6430976430976431,0.25788565998526936
0.010490484775641025,0.01025390625,0.8790769230769231,0.2828621794871795
0.010911130007181614,0.01025390625,0.9854771784232366,0.5634737571816151
0.010936728013833993,0.009765625,0.975494071146245,0.6214116153038538
0.02413641237745098,0.02294921875,0.9313725490196079,0.23063151041666666
0.00700013215830746,0.0048828125,0.7766185736462423,0.5626647074182722
0.009300130208333333,0.005859375,0.8049572649572649,0.5630568075587606
0.014578683035714286,0.013671875,0.6495726495726496,0.5893664983020451
0.005005923010651629,0.00390625,0.7779448621553884,0.5310598273026316
0.006293789907548986,0.0029296875,0.6345376977385133,0.5968757502943661
0.004161602532410459,0.0009765625,0.4411667765326302,0.6083651236507086
0.004042332077061594,0.00390625,0.525754917351556,0.8839967477375565
0.010859245938876654,0.0078125,0.6887775330396476,0.8082699356415198
0.006071584643060991,0.0048828125,0.5120841487279844,0.5862177441342548
0.0029018089142184037,0.00146484375,0.6256467110125647,0.6034779122205285
0.00479326663322013,0.0029296875,0.6072347432335083,0.65675001467306
0.01687921262254902,0.01416015625,0.9450980392156862,0.588101256127451
0.006295012757901668,0.005859375,0.7548726953467955,0.38037392312335383
0.006024000102291326,0.005859375,0.6939443535188217,0.42464186048741814
0.013955668455658387,0.012939453125,0.898734770384255,0.5178118089927952
0.003718472704475309,0.00390625,0.5740740740740741,0.2546947337962963
0.004318139542748917,0.0048828125,0.6371428571428572,0.3681532822646104
0.011419214061037238,0.0087890625,0.7093894109080823,0.5699109262990405
0.009936359339992531,0.0087890625,0.8441374159820763,0.3011346066327483
0.007555385437750526,0.0029296875,0.5240703258324404,0.5629227720717
