step,pos,ratio_mean,ratio_last4,ratio_last,conf
0,25,1.0,1.0,1.0,0.390625
0,26,1.0,1.0,1.0,0.431640625
0,27,1.0,1.0,1.0,0.1328125
0,28,1.0,1.0,1.0,0.146484375
0,29,1.0,1.0,1.0,0.10546875
0,30,1.0,1.0,1.0,0.087890625
0,31,1.0,1.0,1.0,0.05908203125
0,32,1.0,1.0,1.0,0.0693359375
0,33,1.0,1.0,1.0,-inf
0,34,1.0,1.0,1.0,-inf
0,35,1.0,1.0,1.0,-inf
0,36,1.0,1.0,1.0,-inf
0,37,1.0,1.0,1.0,-inf
0,38,1.0,1.0,1.0,-inf
0,39,1.0,1.0,1.0,-inf
0,40,1.0,1.0,1.0,-inf
0,41,1.0,1.0,1.0,-inf
0,42,1.0,1.0,1.0,-inf
0,43,1.0,1.0,1.0,-inf
0,44,1.0,1.0,1.0,-inf
0,45,1.0,1.0,1.0,-inf
0,46,1.0,1.0,1.0,-inf
0,47,1.0,1.0,1.0,-inf
0,48,1.0,1.0,1.0,-inf
0,49,1.0,1.0,1.0,-inf
0,50,1.0,1.0,1.0,-inf
0,51,1.0,1.0,1.0,-inf
0,52,1.0,1.0,1.0,-inf
0,53,1.0,1.0,1.0,-inf
0,54,1.0,1.0,1.0,-inf
0,55,1.0,1.0,1.0,-inf
0,56,1.0,1.0,1.0,-inf
0,57,1.0,1.0,1.0,-inf
0,58,1.0,1.0,1.0,-inf
0,59,1.0,1.0,1.0,-inf
0,60,1.0,1.0,1.0,-inf
0,61,1.0,1.0,1.0,-inf
0,62,1.0,1.0,1.0,-inf
0,63,1.0,1.0,1.0,-inf
0,64,1.0,1.0,1.0,-inf
0,65,1.0,1.0,1.0,-inf
0,66,1.0,1.0,1.0,-inf
0,67,1.0,1.0,1.0,-inf
0,68,1.0,1.0,1.0,-inf
0,69,1.0,1.0,1.0,-inf
0,70,1.0,1.0,1.0,-inf
0,71,1.0,1.0,1.0,-inf
0,72,1.0,1.0,1.0,-inf
0,73,1.0,1.0,1.0,-inf
0,74,1.0,1.0,1.0,-inf
0,75,1.0,1.0,1.0,-inf
0,76,1.0,1.0,1.0,-inf
0,77,1.0,1.0,1.0,-inf
0,78,1.0,1.0,1.0,-inf
0,79,1.0,1.0,1.0,-inf
0,80,1.0,1.0,1.0,-inf
0,81,1.0,1.0,1.0,-inf
0,82,1.0,1.0,1.0,-inf
0,83,1.0,1.0,1.0,-inf
0,84,1.0,1.0,1.0,-inf
0,85,1.0,1.0,1.0,-inf
0,86,1.0,1.0,1.0,-inf
0,87,1.0,1.0,1.0,-inf
0,88,1.0,1.0,1.0,-inf
1,25,0.92578125,0.89453125,0.9375,0.93359375
1,27,0.921875,0.8671875,0.84375,0.6796875
1,28,0.92578125,0.9140625,0.91796875,0.212890625
1,29,0.94921875,0.953125,0.94921875,0.248046875
1,30,0.953125,0.9609375,0.95703125,0.150390625
1,31,0.96484375,0.96875,0.9609375,0.1328125
1,32,0.95703125,0.96484375,0.9609375,0.1044921875
1,33,0.95703125,0.96875,0.96875,-inf
1,34,0.9765625,0.9765625,0.97265625,-inf
1,35,0.97265625,0.9765625,0.97265625,-inf
1,36,0.96875,0.9765625,0.97265625,-inf
1,37,0.9765625,0.9765625,0.97265625,-inf
1,38,0.97265625,0.9765625,0.96484375,-inf
1,39,0.97265625,0.98046875,0.96484375,-inf
1,40,0.96484375,0.98046875,0.97265625,-inf
1,41,0.98046875,0.98046875,0.97265625,-inf
1,42,0.98046875,0.984375,0.97265625,-inf
1,43,0.9765625,0.984375,0.97265625,-inf
1,44,0.98046875,0.98046875,0.96875,-inf
1,45,0.9765625,0.98046875,0.96484375,-inf
1,46,0.98046875,0.98046875,0.96484375,-inf
1,47,0.98046875,0.984375,0.9765625,-inf
1,48,0.97265625,0.984375,0.98046875,-inf
1,49,0.984375,0.984375,0.984375,-inf
1,50,0.9765625,0.98828125,0.98828125,-inf
1,51,0.98046875,0.984375,0.98828125,-inf
1,52,0.984375,0.984375,0.98828125,-inf
1,53,0.98046875,0.98828125,0.984375,-inf
1,54,0.984375,0.98828125,0.984375,-inf
1,55,0.98046875,0.98828125,0.984375,-inf
1,56,0.98046875,0.984375,0.98046875,-inf
1,57,0.984375,0.984375,0.98046875,-inf
